source,relation,target
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,appartientAMention,Mention_Informatique_et_Telecommunications
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Microcontroleur
Competence_Ingenierie_logicielle_POO,estRequisePour,Metier_Ingenieur_Genie_Logiciel
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,prepareA,Metier_Specialiste_en_robotique_et_domotique
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Resistance_des_materiaux
Parcours_Industries_Agroalimentaires,prepareA,Metier_Ingenieur_de_production_en_industrie_agroalimentaire
Parcours_Commerce_et_Administration_des_Affaires,developpe,Competence_Maitrise_des_techniques_de_negociation_et_de_vente_internationale
Etudiant_P01509,prefere,Matiere_Histoire_Geo
Etudiant_P00014,possede,Competence_curiosite
Etudiant_P00448,prefere,Matiere_Malgache
Etudiant_P01509,prefere,Matiere_Malgache
Parcours_Industries_Agroalimentaires,developpe,Competence_Gestion_de_la_production_industrielle_et_emballage_alimentaire
Etudiant_P00014,prefere,Matiere_Francais
Etudiant_P00055,possede,Competence_autonomie
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Capteurs
Etudiant_P01331,aCentreInteret,Interet_Animaux
Etudiant_P00866,prefere,Matiere_Malgache
Etudiant_P00327,prefere,Matiere_Philosophie
Parcours_Economie_et_Management_de_Projet,developpe,Competence_Maitrise_des_outils_d_analyse_economique_et_econometrie
Etudiant_P00448,possede,Competence_esprit_d_equipe
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Codage
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_L
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Management
Etudiant_P01509,aSerieBac,Prerequis_Baccalaureat_serie_D
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Algorithme
Competence_Maintenance_multi_technique,estRequisePour,Metier_Responsable_Maintenance
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Fruits_et_legumes
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_Minier
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Geologie_de_Madagascar
Parcours_Economie_et_Management_de_Projet,appartientAMention,Mention_Droit_et_Techniques_des_Affaires
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Informatique_Quantique
Competence_Planification_strategique,estRequisePour,Metier_Consultant_en_strategie_economique
Etudiant_P01509,possede,Competence_sens_de_l_organisation
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Neuro_marketing
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Sucre
Etudiant_P00502,estOrienteVers,Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Toxicologie_alimentaire
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Technique_des_batiments
Etudiant_P00866,aCentreInteret,Interet_Benevolat_associatif
Etudiant_P00866,prefere,Matiere_Informatique
Etudiant_P00286,aSerieBac,Prerequis_Baccalaureat_serie_C
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Intelligence_Artificielle
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Management
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_C
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Serriculture
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Mecanique_Generale
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Statistiques_appliquees
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Gestion_de_projet
Etudiant_P01117,possede,Competence_esprit_d_equipe
Etudiant_P00920,prefere,Matiere_Physique_Chimie
Parcours_Genie_Civil_et_Architecture,developpe,Competence_Gestion_technique_et_administrative_de_chantiers_BTP
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Experimentation_biometrique
Etudiant_P01517,aCentreInteret,Interet_Agriculture
Etudiant_P00570,possede,Competence_curiosite
Parcours_Genie_Civil_et_Architecture,developpe,Competence_Expertise_en_geotechnique_et_mecanique_des_sols
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Gestion_budgetaire
Etudiant_P00564,aSerieBac,Prerequis_Baccalaureat_serie_D
Competence_Developpement_web_multimedia,estRequisePour,Metier_Webmaster_Developpeur_Front_end
Parcours_Agriculture_et_Elevage,prepareA,Metier_Responsable_de_production_animale_Elevage_Aviculture_Apiculture
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Finance_mathematique
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,developpe,Competence_Formulation_fabrication_et_controle_de_produits_pharmaceutiques
Parcours_Electromecanique_et_Informatique_Industrielle,necessite,Prerequis_Baccalaureat_serie_Technique
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_AUTOCAD
Etudiant_P00564,possede,Competence_sens_de_l_organisation
Etudiant_P01555,prefere,Matiere_EPS
Etudiant_P00179,prefere,Matiere_Anglais
Etudiant_P01437,prefere,Matiere_Philosophie
Etudiant_P00408,estOrienteVers,Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Traitement_des_eaux
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,prepareA,Metier_Charge_de_conformite_Compliance_Officer
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_C
Etudiant_P00052,estOrienteVers,Parcours_Finances_et_Comptabilite
Etudiant_P00502,possede,Competence_esprit_d_analyse
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,prepareA,Metier_Chef_de_projet_informatique
Etudiant_P00055,prefere,Matiere_Mathematiques
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,prepareA,Metier_Analyste_Big_Data_Data_Architect
Etudiant_P00286,prefere,Matiere_SVT
Etudiant_P01437,prefere,Matiere_Arts
Etudiant_P01207,prefere,Matiere_Economie
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Economie_rurale
Etudiant_P01310,estOrienteVers,Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Linux
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Codage
Parcours_Finances_et_Comptabilite,developpe,Competence_Audit_financier_et_controle_de_gestion_approfondi
Parcours_Finances_et_Comptabilite,developpe,Competence_Analyse_des_etats_financiers_et_aide_a_la_decision_d_investissement
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Quantique
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Algorithme
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Topographie
Etudiant_P01517,prefere,Matiere_Physique_Chimie
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,appartientAMention,Mention_Droit_et_Techniques_des_Affaires
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Traitement_des_eaux
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_UI_UX
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_constitutionnel
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_GLCIA
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_A2
Etudiant_P01117,aSerieBac,Prerequis_Baccalaureat_serie_C
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Photo
Etudiant_P00865,possede,Competence_creativite
Parcours_Genie_Civil_et_Architecture,prepareA,Metier_Conducteur_de_travaux_Chef_de_chantier
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Physiologie_Vegetale
Parcours_Agriculture_et_Elevage,developpe,Competence_Conduite_de_systemes_de_productions_vegetales_et_animales_modernes
Parcours_Agriculture_et_Elevage,developpe,Competence_Optimisation_des_rendements_agricoles_et_gestion_durable_des_sols
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Ressources_minieres
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Algorithme_Avance
Etudiant_P01331,prefere,Matiere_SVT
Parcours_Tourisme_Environnement_et_Hotellerie,prepareA,Metier_Gestionnaire_de_sites_proteges_ou_de_parcs_naturels
Etudiant_P00066,possede,Competence_aisance_relationnelle
Etudiant_P00055,possede,Competence_esprit_d_analyse
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Informatique
Parcours_Economie_et_Management_de_Projet,prepareA,Metier_Responsable_suivi_evaluation_de_projets
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Nutrition_animale
Etudiant_P00286,aCentreInteret,Interet_Economie
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Physiologie_Vegetale
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,prepareA,Metier_Responsable_de_planification_strategique_et_economique
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Microbiologie_medicale
Etudiant_P00192,prefere,Matiere_Anglais
Etudiant_P00286,aCentreInteret,Interet_Musique
Etudiant_P01467,possede,Competence_sens_de_l_organisation
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,developpe,Competence_Architecture_et_administration_de_reseaux_informatiques_GSM_TCP_IP
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_C
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Chimie_Organique
Etudiant_P01430,possede,Competence_aisance_relationnelle
Etudiant_P01517,aSerieBac,Prerequis_Baccalaureat_serie_S
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Mathematique_financiere
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Finance_publique
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Musique
Etudiant_P00865,aSerieBac,Prerequis_Baccalaureat_serie_C
Parcours_Genie_Civil_et_Architecture,prepareA,Metier_Entrepreneur_en_BTP_Maitre_d_uvre
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_internationale
Parcours_Agriculture_et_Elevage,prepareA,Metier_Expert_en_agri_business_Entrepreneur_agricole
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Langage_C
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,developpe,Competence_Conception_et_modelisation_logicielle_avancee_UML_Merise
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Recherche_Operationnelle
Etudiant_P01207,possede,Competence_autonomie
Etudiant_P00229,prefere,Matiere_EPS
Etudiant_P00408,possede,Competence_esprit_d_equipe
Etudiant_P00055,aCentreInteret,Interet_Gestion
Competence_Art_culinaire_Hygiene,estRequisePour,Metier_Responsable_restauration
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Nutrition_humaine
Etudiant_P00448,estOrienteVers,Parcours_Commerce_et_Administration_des_Affaires
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,developpe,Competence_Gestion_des_risques_industriels_securite_HSE_et_environnementaux
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_PHP
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Pharmacologie_des_grandes_fonctions
Etudiant_P00286,possede,Competence_sens_de_l_organisation
Etudiant_P00860,aSerieBac,Prerequis_Baccalaureat_serie_L
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Electricite_Industrielle
Etudiant_P01035,aSerieBac,Prerequis_Baccalaureat_serie_D
Competence_CAO_AutoCAD,estRequisePour,Metier_Ingenieur_en_bureau_d_etudes
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Linux
Competence_Comptabilite_analytique_Finance,estRequisePour,Metier_Auditeur_financier
Etudiant_P00502,prefere,Matiere_Arts
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Analyse_financiere
Etudiant_P00920,estOrienteVers,Parcours_Tourisme_Environnement_et_Hotellerie
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_UI_UX
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Chimie_organique
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Quantique
Etudiant_P00452,prefere,Matiere_Anglais
Etudiant_P00866,aSerieBac,Prerequis_Baccalaureat_serie_D
Competence_Management_strategique,estRequisePour,Metier_Consultant_en_management
Etudiant_P00192,prefere,Matiere_Arts
Etudiant_P00697,prefere,Matiere_SVT
Etudiant_P00697,aCentreInteret,Interet_Sante
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Algorithme_Avance
Parcours_Commerce_et_Administration_des_Affaires,prepareA,Metier_Gestionnaire_administratif_et_financier
Etudiant_P00229,estOrienteVers,Parcours_Droit_et_Techniques_Juridiques_des_Affaires
Etudiant_P01509,estOrienteVers,Parcours_Industries_Agroalimentaires
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Immunologie
Etudiant_P00502,aCentreInteret,Interet_Robotique
Competence_Machine_Learning_Data_Science,estRequisePour,Metier_Data_Scientist
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Reseaux_de_Neurones_Artificiels
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Developpement_rural
Etudiant_P00327,prefere,Matiere_Histoire_Geo
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Ethnopharmacologie
Competence_Pharmacologie_Galenique,estRequisePour,Metier_Ingenieur_formulation
Etudiant_P00210,aSerieBac,Prerequis_Baccalaureat_serie_A2
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Gestion_previsionnelle
Competence_Agronomie_Zootechnie,estRequisePour,Metier_Ingenieur_Agronome
Etudiant_P00458,estOrienteVers,Parcours_Finances_et_Comptabilite
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Systemes_Multi_Agents
Parcours_Tourisme_Environnement_et_Hotellerie,developpe,Competence_Management_operationnel_et_strategique_en_hotellerie_et_restauration
Etudiant_P00192,aCentreInteret,Interet_Cultures_du_monde
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Economie_rurale
Etudiant_P00286,prefere,Matiere_Economie
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Economie_monetaire
Etudiant_P01117,possede,Competence_sens_de_l_organisation
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_UI_UX
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Gestion_de_Projet
Competence_Administration_SGBDR,estRequisePour,Metier_Administrateur_de_bases_de_donnees
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Chimie_analytique
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Recherche_Operationnelle
Etudiant_P00286,prefere,Matiere_Francais
Etudiant_P01519,prefere,Matiere_Informatique
Etudiant_P00865,prefere,Matiere_Histoire_Geo
Parcours_Genie_Civil_et_Architecture,prepareA,Metier_Urbaniste_Expert_en_amenagement_du_territoire
Parcours_Commerce_et_Administration_des_Affaires,necessite,Prerequis_Baccalaureat_serie_A2
Competence_Strategie_commerciale,estRequisePour,Metier_Responsable_commercial
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,prepareA,Metier_Ingenieur_en_technologies_de_la_communication
Etudiant_P00179,estOrienteVers,Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I
Competence_Systemes_embarques_IoT,estRequisePour,Metier_Ingenieur_IoT_Embarque
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Algorithme_Avance
Competence_Technique_d_agence_Accueil,estRequisePour,Metier_Manager_d_agence_de_voyage
Etudiant_P00452,prefere,Matiere_Arts
Etudiant_P00448,possede,Competence_curiosite
Etudiant_P01117,aCentreInteret,Interet_Reseaux_sociaux_et_numerique
Competence_Statistiques_appliquees_Analyse,estRequisePour,Metier_Analyste_de_donnees_Statisticien
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Marketing_International
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Fiscalite
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Microeconomie
Etudiant_P01310,possede,Competence_esprit_d_equipe
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Machine_Learning
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,developpe,Competence_Production_montage_et_traitement_audiovisuel_Son_Photo_Video
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_D
Etudiant_P00866,possede,Competence_curiosite
Etudiant_P00860,possede,Competence_creativite
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Linux
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Baccalaureat_serie_D
Etudiant_P01386,prefere,Matiere_Physique_Chimie
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Elasticite_et_plasticite
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Technologie_des_pectines
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,developpe,Competence_Developpement_d_applications_web_et_mobile_multimedia
Etudiant_P00865,possede,Competence_sens_de_l_organisation
Etudiant_P00066,aCentreInteret,Interet_Technologie
Parcours_Agriculture_et_Elevage,prepareA,Metier_Responsable_de_projet_developpement_rural_ONG_FAO_FIDA
Parcours_Commerce_et_Administration_des_Affaires,developpe,Competence_Elaboration_et_mise_en_uvre_de_strategies_marketing_et_commerciales
Parcours_Commerce_et_Administration_des_Affaires,necessite,Prerequis_Baccalaureat_serie_C
Competence_Suivi_evaluation,estRequisePour,Metier_Responsable_suivi_evaluation
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Enzymologie
Etudiant_P01117,aCentreInteret,Interet_Programmation
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,prepareA,Metier_Responsable_de_production_pharmaceutique_Ingenieur_formulation
Etudiant_P00697,prefere,Matiere_Informatique
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Atomistique
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Organisation
Etudiant_P01310,aCentreInteret,Interet_Reseaux_sociaux_et_numerique
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Acoustique
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Reseaux_de_Neurones_Artificiels
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biochimie_alimentaire
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Theorie_des_Signals
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,appartientAMention,Mention_Informatique_et_Telecommunications
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Enzymologie
Etudiant_P01386,aSerieBac,Prerequis_Baccalaureat_serie_S
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,developpe,Competence_Gestion_de_projets_informatiques_et_ingenierie_logicielle
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Resistance_des_materiaux
Etudiant_P00062,aSerieBac,Prerequis_Baccalaureat_serie_C
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Pisciculture
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Atomistique
Etudiant_P00327,prefere,Matiere_Economie
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,developpe,Competence_Maintenance_avancee_de_systemes_electroniques_et_hardware
Etudiant_P00052,prefere,Matiere_Mathematiques
Etudiant_P00570,aCentreInteret,Interet_Architecture
Etudiant_P00327,estOrienteVers,Parcours_Economie_et_Management_de_Projet
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Metre
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Gestion_de_Projet
Competence_Gestion_de_chantier_Metre,estRequisePour,Metier_Conducteur_de_travaux
Parcours_Finances_et_Comptabilite,appartientAMention,Mention_Droit_et_Techniques_des_Affaires
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Processus_Stochastique
Parcours_Economie_et_Management_de_Projet,developpe,Competence_Pilotage_planification_et_evaluation_de_projets_complexes
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Economie_bleu
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Geometrie_analytique
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,developpe,Competence_Gestion_de_laboratoire_d_analyses_medicales_et_industrielles
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Global_System_for_Mobile_Communication
Etudiant_P01150,prefere,Matiere_Francais
Etudiant_P00055,possede,Competence_aisance_relationnelle
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Recherche_Operationnelle
Parcours_Economie_et_Management_de_Projet,developpe,Competence_Gestion_financiere_et_previsionnelle_de_projets
Parcours_Commerce_et_Administration_des_Affaires,prepareA,Metier_Manager_de_PME_PMI
Etudiant_P01207,aCentreInteret,Interet_Gestion
