profil_id,age,sexe,region,voie_bac,serie_bac,domaine_technique_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P01404,17,M,Atsimo-Atsinanana,Général,C,,10.91,14.0,11.4,14.5,10.1,12.9,10.7,11.1,9.9,8.4,9.5,9.5,8.9,Malgache; Mathematiques; SVT,gestion de laboratoire d'analyses médicales; rigueur; formulation pharmaceutique; sens de l'organisation; persévérance; pharmacologie,Animaux; Bénévolat associatif,aide régulièrement dans l'exploitation agricole familiale; participe à des activités associatives ou de bénévolat,Ingénieur de laboratoire médical; Chercheur en phyto-médicaments,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P01405,18,M,Menabe,Professionnel et technique,TMF,Industriel,10.69,11.1,13.8,10.2,9.8,7.6,11.2,12.6,11.0,10.3,12.9,10.6,7.2,Anglais; Histoire_Geo; Informatique; Mathematiques; Physique_Chimie,curiosité; sens de l'organisation; gestion de production industrielle; créativité,Automobile et aéronautique; Industrie; Réseaux sociaux,aide régulièrement à l'entretien de véhicules en famille; a effectué un stage d'observation dans un atelier ou une usine,Responsable de production en usine; créer sa propre entreprise,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01406,17,M,Bongolava,Général,C,,16.28,15.4,16.7,17.0,16.4,16.8,13.8,18.3,17.0,16.9,17.0,13.9,16.2,Economie; Histoire_Geo; Informatique; Philosophie; SVT,curiosité; agroécologie et agriculture biologique; aisance relationnelle; persévérance,Animaux; Nature; Sport,a participé à un club de sciences naturelles ou d'écologie; s'occupe d'un petit élevage ou d'un jardin potager; pratique un sport en club depuis plusieurs années,Conseiller agricole,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01407,19,M,Analamanga,Professionnel et technique,TMEL,Industriel,16.65,18.2,17.1,15.6,17.5,18.8,13.7,14.6,14.7,17.5,16.7,17.0,18.4,Anglais; EPS; Economie; Francais; Malgache,curiosité; gestion de production industrielle; sens de l'organisation; esprit d'analyse; électronique de puissance,Automobile et aéronautique; Bénévolat associatif,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; participe à des activités associatives ou de bénévolat,Ingénieur en automatisation et robotique industrielle,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01408,18,F,Itasy,Général,S,,12.98,14.8,15.0,11.4,10.3,11.3,13.1,14.2,12.3,11.4,11.0,15.3,15.7,Arts; EPS; Histoire_Geo; Physique_Chimie,aisance relationnelle; ingénierie des infrastructures routières et hydrauliques; autonomie; géotechnique; créativité; sens de l'organisation,Construction; Réseaux sociaux,a réalisé des maquettes ou des plans de construction pour un projet scolaire; aime dessiner des plans de maisons ou des croquis d'aménagement; pratique un sport en club depuis plusieurs années,Ingénieur en Bureau d'Études; avoir un poste à responsabilités,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01409,17,F,Betsiboka,Général,A2,,11.06,10.8,11.1,11.2,13.3,10.2,12.9,10.2,9.4,14.7,9.2,10.8,8.9,Anglais; Economie; Francais; Physique_Chimie; SVT,analyse financière et gestion budgétaire; gestion d'entreprise; sens de l'organisation; négociation et vente internationale; autonomie,Économie; Entrepreneuriat,a participé à un club de débat ou un simulacre de procès au lycée; gère les comptes d'une association d'élèves,Responsable export,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P01410,20,F,Betsiboka,Professionnel et technique,EN,Industriel,14.7,17.6,15.1,15.6,15.1,14.0,12.0,12.5,13.2,17.1,15.4,13.7,15.1,Economie; Informatique; Mathematiques; Physique_Chimie; SVT,esprit d'équipe; créativité; traitement de données massives (Big Data); machine learning et deep learning; autonomie,Jeux vidéo; Bénévolat associatif,a participé à un club informatique ou de robotique au lycée,Ingénieur Machine Learning; Responsable Business Intelligence,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01411,17,M,Atsimo-Atsinanana,Professionnel et technique,MEMA,Industriel,9.53,11.8,9.6,9.4,9.2,8.6,8.6,6.5,6.5,12.8,11.0,10.4,10.0,Economie; Informatique; Mathematiques,sens de l'observation; sens de l'organisation; audit financier; persévérance; gestion de trésorerie,Économie,gère les comptes d'une association d'élèves; a participé à un club de débat ou un simulacre de procès au lycée; pratique un sport en club depuis plusieurs années,Trésorier d'entreprise,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P01412,17,M,Vatovavy,Professionnel et technique,TFFI,Industriel,13.69,10.4,11.7,12.0,14.5,15.9,14.9,15.6,14.9,15.5,13.4,14.0,11.5,Anglais; Economie; Histoire_Geo; Malgache; Philosophie,créativité; persévérance; sens de l'organisation; connaissance du patrimoine environnemental et culturel malgache; sensibilisation au tourisme durable,Gastronomie,a organisé un voyage ou un événement pour son groupe d'amis; a effectué un stage d'observation dans un hôtel ou une agence de voyage,Chargé de valorisation touristique et environnementale,Contact clientèle/Relationnel,Tourisme,TEE,Tourisme et Environnement,False,
P01413,19,F,Bongolava,Professionnel et technique,TFFI,Industriel,10.88,13.0,10.2,11.5,9.8,9.3,10.0,10.3,13.3,12.9,9.5,11.5,9.2,Arts; Economie; Mathematiques; Philosophie; SVT,rigueur; esprit d'analyse; gestion financière prévisionnelle; pilotage et planification de projets,Débat et droit,gère les comptes d'une association d'élèves,Analyste économique; Chef de projet,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P01414,18,M,Boeny,Technologique,TGI,Industriel,9.78,8.6,8.0,6.8,11.0,11.9,10.4,12.1,8.2,9.9,8.4,10.1,12.0,EPS; Malgache; Mathematiques,sensibilisation au tourisme durable; rigueur; connaissance du patrimoine environnemental et culturel malgache; sens de l'organisation; persévérance,Cultures du monde; Sport,pratique l'anglais ou une autre langue étrangère en autodidacte,Professionnel du secteur du tourisme,Mixte/Itinérant,Tourisme,TEE,Tourisme et Environnement,False,
P01415,17,F,Fitovinany,Professionnel et technique,ACTC,Tertiaire,14.27,13.6,12.7,15.4,12.8,17.8,15.1,17.7,13.8,12.4,13.3,13.8,12.8,Anglais; Histoire_Geo; Malgache; Philosophie; SVT,créativité; sens de l'observation; autonomie; rédaction d'actes juridiques,Économie; Lecture,a organisé une petite activité commerciale ou un projet associatif; a participé à un club de débat ou un simulacre de procès au lycée; pratique un sport en club depuis plusieurs années,Assistant juridique; Juriste d'affaires,Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P01416,18,F,Atsimo-Andrefana,Professionnel et technique,MEMA,Industriel,11.03,15.2,11.1,10.9,11.2,9.1,7.9,10.5,8.6,12.9,12.7,10.6,11.6,EPS; Economie; Francais; Informatique; Mathematiques,"autonomie; esprit d'analyse; sens de l'observation; créativité; business intelligence; développement full-stack; programmation multi-langages (Java, C#, PHP, JavaScript)",Réseaux sociaux et numérique; Technologie; Sport,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Data Analyst; Responsable Business Intelligence,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",True,IGGLIA
P01417,20,F,Itasy,Général,D,,15.78,17.0,20,12.3,14.7,14.5,14.4,17.1,15.1,16.4,17.6,16.5,13.7,Histoire_Geo; Informatique; Mathematiques,"automatismes (Grafcet, automates); conception assistée par ordinateur (AutoCAD); autonomie; maintenance industrielle pluridisciplinaire; créativité; curiosité",Mécanique,a participé à un club de robotique ou de modélisme; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur en automatisation et robotique industrielle; Ingénieur en électrotechnique,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01418,19,M,Bongolava,Technologique,TTER,Tertiaire,10.26,10.8,10.6,7.7,11.6,7.7,9.3,11.1,8.7,16.0,12.3,9.0,8.3,Economie; Francais; Histoire_Geo; Informatique,esprit d'analyse; stratégie marketing et commerciale; analyse financière et gestion budgétaire; autonomie; esprit d'équipe,Entrepreneuriat; Réseaux sociaux,a participé à un club de débat ou un simulacre de procès au lycée; s'intéresse à l'actualité économique et suit des chaînes d'information,Manager de PME/PMI,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P01419,18,M,Betsiboka,Professionnel et technique,SS,Tertiaire,10.47,13.5,9.0,11.2,8.6,9.7,8.7,9.7,10.9,14.9,10.7,10.0,8.7,Economie; Mathematiques; SVT,gestion de trésorerie; curiosité; persévérance,Économie; Gestion; Bénévolat associatif,a participé à un club de débat ou un simulacre de procès au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Trésorier d'entreprise; Chef Comptable,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P01420,18,F,Anosy,Technologique,TGC,Génie civil,8.32,10.8,8.9,7.3,6.0,7.4,9.5,10.0,8.3,5.9,8.6,9.1,8.0,Anglais; Arts; Histoire_Geo; Mathematiques,sens de l'observation; gestion de chantier; créativité,Dessin et design,a visité un chantier de construction dans le cadre d'un stage d'observation,Entrepreneur en BTP; Urbaniste,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01421,19,F,Sava,Professionnel et technique,TOM,Industriel,14.28,13.1,13.5,13.3,14.0,14.6,14.6,13.6,14.1,14.8,15.2,19.0,11.5,Arts; Economie; Informatique; Malgache,persévérance; sens de l'observation; développement full-stack; production et montage audiovisuel; communication digitale et PAO; esprit d'analyse,Robotique; Technologie; Réseaux sociaux,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Directeur artistique numérique / Motion Designer; Spécialiste en communication digitale / Community Manager,Mixte/Itinérant,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",True,IGGLIA
P01422,18,F,Atsinanana,Professionnel et technique,TPFM,Industriel,12.1,13.3,11.8,11.4,11.4,11.2,10.0,14.0,12.7,9.2,14.2,14.4,11.6,Arts; Histoire_Geo; Informatique; Mathematiques; Philosophie,curiosité; sens de l'observation; machine learning et deep learning; analyse statistique et probabilités appliquées; sens de l'organisation; business intelligence,Technologie,a participé à un club informatique ou de robotique au lycée; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; pratique un sport en club depuis plusieurs années,Analyste Big Data,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01423,17,F,Bongolava,Professionnel et technique,TFFI,Industriel,16.23,18.4,14.3,18.3,17.1,15.0,17.5,15.3,16.4,16.8,15.1,13.8,16.7,Anglais; Francais; Mathematiques; SVT,curiosité; sens de l'observation; aisance relationnelle; hygiène sécurité environnement (HSE); persévérance,Bricolage; Électronique,a participé à un club de robotique ou de modélisme,Ingénieur pétrolier; Ingénieur en génie des procédés chimiques,Atelier/Industriel,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P01424,20,F,Analamanga,Général,D,,10.03,10.9,8.8,10.9,8.8,9.2,11.1,9.0,10.6,9.4,10.9,9.1,11.7,Anglais; EPS; Mathematiques,créativité; sens de l'observation; gestion de projets informatiques; administration de bases de données; esprit d'analyse; esprit d'équipe,Jeux vidéo; Programmation,a monté et dépanné des ordinateurs pour son entourage; participe à des activités associatives ou de bénévolat,Responsable Business Intelligence,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",True,IGGLIA
P01425,19,F,Atsimo-Andrefana,Professionnel et technique,TEV,Agricole,12.3,13.6,13.4,17.2,7.9,12.7,13.7,13.4,14.3,9.8,8.4,11.3,11.9,Anglais; Mathematiques; Philosophie; SVT,sens de l'organisation; phytochimie; pharmacologie; formulation pharmaceutique; persévérance; rigueur,Santé; Animaux; Réseaux sociaux,s'occupe d'un petit élevage ou d'un jardin potager; aide régulièrement dans l'exploitation agricole familiale; pratique un sport en club depuis plusieurs années,Délégué médical,Laboratoire/Recherche,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P01426,17,M,Vatovavy,Technologique,TGC,Génie civil,11.82,12.2,10.4,12.3,12.4,10.4,10.4,12.8,12.4,9.1,14.3,13.4,11.7,Arts; Histoire_Geo; Informatique,persévérance; gestion d'entreprise; esprit d'équipe; créativité; esprit d'analyse,Débat et droit; Gestion; Bénévolat associatif,s'intéresse à l'actualité économique et suit des chaînes d'information; pratique un sport en club depuis plusieurs années,Responsable export; créer sa propre entreprise,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P01427,19,M,Melaky,Professionnel et technique,TFFI,Industriel,13.18,15.0,11.1,12.6,11.9,16.6,11.1,12.5,12.0,13.3,16.4,13.7,12.0,Informatique; Malgache; Mathematiques,persévérance; esprit d'équipe; autonomie; machine learning et deep learning; rigueur,Programmation; Technologie; Musique,a monté et dépanné des ordinateurs pour son entourage; a occupé un petit job ou une activité rémunérée pendant les vacances,Analyste Big Data,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01428,18,F,Atsinanana,Professionnel et technique,TPFM,Industriel,11.23,15.0,14.1,11.9,10.2,10.7,10.9,11.3,10.9,8.0,10.3,9.8,11.7,Mathematiques; Physique_Chimie; SVT,hygiène sécurité environnement (HSE); curiosité; persévérance; génie des procédés chimiques,Bricolage; Électronique; Lecture,aide régulièrement à l'entretien de véhicules en famille; pratique un sport en club depuis plusieurs années,Ingénieur de laboratoire d'analyses; Ingénieur minier,Atelier/Industriel,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P01429,18,M,Sava,Professionnel et technique,TFFI,Industriel,15.11,16.5,16.2,14.2,13.0,16.3,14.5,16.9,15.7,14.9,14.0,13.6,15.5,Histoire_Geo; Malgache; Mathematiques; Philosophie; Physique_Chimie,électronique de puissance; rigueur; curiosité; gestion de production industrielle; conception assistée par ordinateur (AutoCAD); persévérance; aisance relationnelle,Industrie; Lecture,aide régulièrement à l'entretien de véhicules en famille; a effectué un stage d'observation dans un atelier ou une usine,Responsable de production en usine; Ingénieur en automatisation et robotique industrielle,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01430,18,M,Sava,Professionnel et technique,TPFM,Industriel,11.9,13.4,11.3,13.1,10.2,9.2,13.3,13.2,11.9,12.1,11.1,14.0,10.0,Anglais; Arts; Histoire_Geo; Mathematiques; SVT,aisance relationnelle; production et montage audiovisuel; rigueur,Jeux vidéo; Technologie,a participé à un club informatique ou de robotique au lycée; a monté et dépanné des ordinateurs pour son entourage; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur en technologies de la communication; Webmaster; créer sa propre entreprise,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P01431,20,F,Androy,Professionnel et technique,TAG,Agricole,15.2,18.9,18.8,15.0,12.5,14.7,15.0,13.6,14.4,18.5,12.7,14.5,13.8,Economie; Mathematiques; Physique_Chimie; SVT,comptabilité générale et analytique; fiscalité d'entreprise; rigueur; esprit d'équipe,Économie; Gestion,a organisé une petite activité commerciale ou un projet associatif; gère les comptes d'une association d'élèves,Auditeur financier; Trésorier d'entreprise; travailler à l'international,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P01432,17,F,Vatovavy,Professionnel et technique,MEMA,Industriel,12.15,17.2,11.1,10.2,8.7,10.4,13.5,12.4,11.0,12.6,14.8,12.1,11.8,Anglais; Francais; Informatique,curiosité; machine learning et deep learning; esprit d'équipe; esprit d'analyse,Réseaux sociaux et numérique; Réseaux sociaux,a participé à un club informatique ou de robotique au lycée; pratique un sport en club depuis plusieurs années,Data Analyst; Data Scientist,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01433,18,M,Itasy,Professionnel et technique,CG,Tertiaire,12.8,14.6,14.1,11.4,13.9,9.5,11.1,12.0,10.7,16.3,12.7,13.5,13.8,EPS; Economie; Francais; Mathematiques; Physique_Chimie,sens de l'organisation; analyse économique et économétrie; sens de l'observation; pilotage et planification de projets; créativité; curiosité,Économie,s'intéresse à l'actualité économique et suit des chaînes d'information; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable suivi-évaluation de projets; Consultant en management,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P01434,19,F,Analanjirofo,Professionnel et technique,TAMB,Industriel,7.72,6.8,7.6,7.5,7.4,7.5,10.2,7.0,8.9,8.3,8.7,6.5,6.3,Anglais; Informatique; Philosophie,persévérance; esprit d'équipe; analyse statistique et probabilités appliquées; sens de l'observation,Technologie; Réseaux sociaux et numérique,a monté et dépanné des ordinateurs pour son entourage; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Responsable Business Intelligence,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01435,19,F,Vatovavy,Professionnel et technique,TEV,Agricole,11.61,8.2,12.7,12.2,13.4,10.1,12.1,14.3,9.9,12.7,8.4,14.1,11.2,Arts; Francais; Histoire_Geo,agroécologie et agriculture biologique; productions végétales et animales; créativité; curiosité; développement rural,Animaux; Nature; Bénévolat associatif,a réalisé un exposé scolaire sur la santé ou la biologie,Responsable de projet développement rural; Consultant en agroécologie,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01436,20,M,Diana,Professionnel et technique,TPFM,Industriel,15.92,14.0,14.5,16.7,16.2,14.7,16.9,14.0,13.5,17.0,19.5,16.3,17.7,EPS; Economie; Informatique,sens de l'observation; design UI/UX; esprit d'équipe; autonomie; production et montage audiovisuel,Technologie; Réseaux sociaux et numérique; Bénévolat associatif,a participé à un club informatique ou de robotique au lycée; pratique un sport en club depuis plusieurs années,Ingénieur en technologies de la communication; Webmaster,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P01437,17,F,Atsinanana,Général,D,,11.33,9.1,8.8,11.3,11.7,12.2,10.8,11.4,8.7,13.3,11.9,15.4,11.4,Arts; Economie; Informatique; Malgache,esprit d'équipe; développement web et mobile multimédia; sens de l'observation; sens de l'organisation,Technologie; Programmation; Musique,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Spécialiste en communication digitale / Community Manager; créer sa propre entreprise,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P01438,20,M,Menabe,Professionnel et technique,TMF,Industriel,13.78,15.6,16.4,11.9,10.9,12.2,14.9,12.7,16.0,12.8,14.7,12.3,14.9,Anglais; EPS; Mathematiques; Philosophie; Physique_Chimie,aisance relationnelle; esprit d'analyse; systèmes embarqués et IoT; curiosité,Technologie; Bénévolat associatif,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; pratique un sport en club depuis plusieurs années,Architecte Hardware; Spécialiste en maintenance de systèmes informatisés,Mixte/Itinérant,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P01439,17,F,Boeny,Professionnel et technique,SS,Tertiaire,9.9,13.4,10.8,10.1,9.6,9.1,9.0,11.1,9.3,9.2,8.6,8.4,10.2,EPS; Histoire_Geo; Mathematiques; Physique_Chimie; SVT,fiscalité d'entreprise; créativité; gestion d'entreprise; sens de l'observation; analyse financière et gestion budgétaire; aisance relationnelle; rigueur,Gestion; Actualité et politique,s'intéresse à l'actualité économique et suit des chaînes d'information; participe à des activités associatives ou de bénévolat,Contrôleur de gestion; Trésorier d'entreprise; avoir un poste à responsabilités,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,True,CAA
P01440,20,M,Amoron'i Mania,Général,D,,14.42,15.4,18.4,13.7,10.8,12.3,11.2,18.6,13.1,14.6,16.6,14.6,13.7,Economie; Histoire_Geo; Malgache; Mathematiques; Physique_Chimie,sens de l'organisation; conception architecturale (AutoCAD/ArchiCAD); géotechnique; rigueur,Dessin et design,a visité un chantier de construction dans le cadre d'un stage d'observation,Conducteur de travaux,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01441,20,M,Androy,Général,S,,12.13,13.9,13.1,13.2,8.6,12.2,14.9,11.4,13.0,13.6,10.7,11.2,9.8,Anglais; Economie; Mathematiques,sens de l'observation; curiosité; normes HACCP et microbiologie; esprit d'analyse,Agriculture; Environnement,s'occupe d'un petit élevage ou d'un jardin potager; participe à des activités associatives ou de bénévolat,Chargé de R&D alimentaire; Chef de production,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P01442,18,M,Fitovinany,Professionnel et technique,CCBTP,Génie civil / BTP,11.03,13.2,13.8,13.3,11.4,7.6,9.3,12.0,10.2,10.3,9.2,12.9,9.2,Arts; Mathematiques; Physique_Chimie; SVT,calcul de structures (RDM); ingénierie des infrastructures routières et hydrauliques; esprit d'équipe; conception architecturale (AutoCAD/ArchiCAD); autonomie,Construction,a visité un chantier de construction dans le cadre d'un stage d'observation; a réalisé des maquettes ou des plans de construction pour un projet scolaire,Conducteur de travaux; Entrepreneur en BTP,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01443,17,M,Itasy,Général,C,,12.62,11.9,11.0,15.4,12.2,14.2,10.5,14.9,11.0,13.6,10.1,14.0,12.7,Arts; Economie; Histoire_Geo; Malgache; SVT,développement rural; sens de l'organisation; aisance relationnelle; productions végétales et animales; persévérance; agroécologie et agriculture biologique; curiosité,Nature; Santé; Musique,a participé à un club de sciences naturelles ou d'écologie; participe à des activités associatives ou de bénévolat,Conseiller agricole; Consultant en agroécologie,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P01444,18,M,Diana,Général,S,,13.13,12.9,11.9,13.2,12.5,13.0,13.4,13.7,14.2,12.3,12.2,17.3,11.0,Anglais; Arts; Histoire_Geo; SVT,créativité; sens de l'observation; production et montage audiovisuel,Réseaux sociaux et numérique; Programmation; Sport,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Développeur multimédia,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P01445,19,F,Sofia,Professionnel et technique,DAMB,Industriel,11.43,13.8,16.8,11.6,11.4,10.2,9.0,11.4,11.5,9.8,11.8,10.3,9.6,Informatique; Mathematiques; Philosophie; Physique_Chimie; SVT,"autonomie; administration de réseaux (GSM, TCP/IP); persévérance",Jeux vidéo; Musique,a participé à un club informatique ou de robotique au lycée,Expert en systèmes embarqués et IoT; Spécialiste en robotique et domotique; créer sa propre entreprise,Mixte/Itinérant,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P01446,17,F,Vakinankaratra,Professionnel et technique,TAG,Agricole,8.45,8.5,9.1,13.5,6.4,6.0,7.5,9.1,11.2,8.8,6.7,7.6,7.0,Histoire_Geo; Philosophie; Physique_Chimie; SVT,curiosité; autonomie; rigueur; esprit d'équipe; biochimie et R&D,Animaux; Santé,a participé à un club de sciences naturelles ou d'écologie; s'occupe d'un petit élevage ou d'un jardin potager; participe à des activités associatives ou de bénévolat,Chargé de R&D alimentaire; Chef de production,Laboratoire/Recherche,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P01447,19,F,Betsiboka,Professionnel et technique,TEV,Agricole,10.96,11.6,9.7,16.3,9.1,9.7,9.2,10.7,9.8,14.0,10.2,9.6,11.6,EPS; Economie; Histoire_Geo; Mathematiques; SVT,sens de l'observation; rigueur; sens de l'organisation; esprit d'analyse; sécurité alimentaire,Santé,aide régulièrement dans l'exploitation agricole familiale,Consultant qualité,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P01448,20,F,Atsinanana,Professionnel et technique,TAMB,Industriel,11.65,11.0,11.2,10.3,10.2,11.4,13.4,10.3,12.5,13.5,10.9,12.5,12.6,Anglais; EPS; Economie; Philosophie,sens de l'observation; analyse statistique et probabilités appliquées; esprit d'équipe; persévérance; business intelligence; machine learning et deep learning,Robotique; Réseaux sociaux,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Ingénieur Machine Learning,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P01449,19,M,Sava,Général,C,,14.53,16.5,18.8,14.3,15.6,15.0,15.4,13.0,12.3,14.6,12.8,15.2,10.9,Anglais; Francais; Mathematiques; Physique_Chimie,aisance relationnelle; esprit d'analyse; autonomie; sens de l'observation; conception architecturale (AutoCAD/ArchiCAD),Architecture; Musique,aime dessiner des plans de maisons ou des croquis d'aménagement; a réalisé des maquettes ou des plans de construction pour un projet scolaire; participe à des activités associatives ou de bénévolat,Ingénieur en Bureau d'Études; Entrepreneur en BTP,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,True,
P01450,19,M,Menabe,Technologique,TGI,Industriel,12.53,14.0,8.5,11.6,10.1,13.7,13.1,10.2,11.4,16.9,14.2,12.7,14.0,EPS; Economie; Informatique; Mathematiques,autonomie; sens de l'observation; gestion de trésorerie; sens de l'organisation,Entrepreneuriat; Bénévolat associatif,s'intéresse à l'actualité économique et suit des chaînes d'information; a organisé une petite activité commerciale ou un projet associatif; a occupé un petit job ou une activité rémunérée pendant les vacances,Contrôleur de gestion; Directeur Administratif et Financier,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P01451,18,F,Atsimo-Atsinanana,Professionnel et technique,PCBTP,Génie civil / BTP,11.43,11.4,16.7,11.3,10.1,8.6,11.4,12.1,10.5,9.0,12.4,12.8,10.9,Arts; Informatique; Physique_Chimie,géotechnique; gestion de chantier; calcul de structures (RDM); sens de l'organisation; aisance relationnelle; autonomie,Urbanisme; Dessin et design; Musique,a visité un chantier de construction dans le cadre d'un stage d'observation; a réalisé des maquettes ou des plans de construction pour un projet scolaire; pratique un sport en club depuis plusieurs années,Ingénieur en génie civil; Architecte junior; travailler à l'international,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,True,
P01452,18,F,Androy,Général,D,,8.24,9.8,10.3,8.7,10.4,8.9,6.6,4.0,6.9,9.5,6.6,10.0,7.2,Arts; Francais; Mathematiques; Physique_Chimie,autonomie; gestion de chantier; conception architecturale (AutoCAD/ArchiCAD); rigueur; ingénierie des infrastructures routières et hydrauliques,Architecture; Construction,a réalisé des maquettes ou des plans de construction pour un projet scolaire,Ingénieur en Bureau d'Études,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,True,
